node_id,segment_id,location1_on,location2_from,location3_to,borough_code,day_of_week,start_date,start_time,end_date,end_time,interval_min,00:00:00_total_ped_count,00:15:00_total_ped_count,00:30:00_total_ped_count,00:45:00_total_ped_count,01:00:00_total_ped_count,01:15:00_total_ped_count,01:30:00_total_ped_count,01:45:00_total_ped_count,02:00:00_total_ped_count,02:15:00_total_ped_count,02:30:00_total_ped_count,02:45:00_total_ped_count,03:00:00_total_ped_count,03:15:00_total_ped_count,03:30:00_total_ped_count,03:45:00_total_ped_count,04:00:00_total_ped_count,04:15:00_total_ped_count,04:30:00_total_ped_count,04:45:00_total_ped_count,05:00:00_total_ped_count,05:15:00_total_ped_count,05:30:00_total_ped_count,05:45:00_total_ped_count,06:00:00_total_ped_count,06:15:00_total_ped_count,06:30:00_total_ped_count,06:45:00_total_ped_count,07:00:00_total_ped_count,07:15:00_total_ped_count,07:30:00_total_ped_count,07:45:00_total_ped_count,08:00:00_total_ped_count,08:15:00_total_ped_count,08:30:00_total_ped_count,08:45:00_total_ped_count,09:00:00_total_ped_count,09:15:00_total_ped_count,09:30:00_total_ped_count,09:45:00_total_ped_count,10:00:00_total_ped_count,10:15:00_total_ped_count,10:30:00_total_ped_count,10:45:00_total_ped_count,11:00:00_total_ped_count,11:15:00_total_ped_count,11:30:00_total_ped_count,11:45:00_total_ped_count,12:00:00_total_ped_count,12:15:00_total_ped_count,12:30:00_total_ped_count,12:45:00_total_ped_count,13:00:00_total_ped_count,13:15:00_total_ped_count,13:30:00_total_ped_count,13:45:00_total_ped_count,14:00:00_total_ped_count,14:15:00_total_ped_count,14:30:00_total_ped_count,14:45:00_total_ped_count,15:00:00_total_ped_count,15:15:00_total_ped_count,15:30:00_total_ped_count,15:45:00_total_ped_count,16:00:00_total_ped_count,16:15:00_total_ped_count,16:30:00_total_ped_count,16:45:00_total_ped_count,17:00:00_total_ped_count,17:15:00_total_ped_count,17:30:00_total_ped_count,17:45:00_total_ped_count,18:00:00_total_ped_count,18:15:00_total_ped_count,18:30:00_total_ped_count,18:45:00_total_ped_count,19:00:00_total_ped_count,19:15:00_total_ped_count,19:30:00_total_ped_count,19:45:00_total_ped_count,20:00:00_total_ped_count,20:15:00_total_ped_count,20:30:00_total_ped_count,20:45:00_total_ped_count,21:00:00_total_ped_count,21:15:00_total_ped_count,21:30:00_total_ped_count,21:45:00_total_ped_count,22:00:00_total_ped_count,22:15:00_total_ped_count,22:30:00_total_ped_count,22:45:00_total_ped_count,23:00:00_total_ped_count,23:15:00_total_ped_count,23:30:00_total_ped_count,23:45:00_total_ped_count,Pedestrian_Data,source_file,source_sheet
,12893,Forest Ave,Regan Ave,Davis Ave,5,Wednesday,5/16/2018,7:00:00,5/16/2018 0:00,19:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,29,27,38,40,32,43,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,19,23,27,32,31,36,24,26,26,33,24,,,,,,,,,,,,,,,,,,,,,"{'NS-WB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'NS-WB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 6, datetime.time(7, 15): 8, datetime.time(7, 30): 10, datetime.time(7, 45): 7, datetime.time(8, 0): 9, datetime.time(8, 15): 7, datetime.time(8, 30): 8, datetime.time(8, 45): 6, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 7, datetime.time(16, 15): 4, datetime.time(16, 30): 5, datetime.time(16, 45): 3, datetime.time(17, 0): 6, datetime.time(17, 15): 8, datetime.time(17, 30): 7, datetime.time(17, 45): 6, datetime.time(18, 0): 8, datetime.time(18, 15): 9, datetime.time(18, 30): 7, datetime.time(18, 45): 4, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'NS-EB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'NS-EB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 8, datetime.time(7, 15): 7, datetime.time(7, 30): 6, datetime.time(7, 45): 8, datetime.time(8, 0): 11, datetime.time(8, 15): 6, datetime.time(8, 30): 11, datetime.time(8, 45): 7, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 6, datetime.time(16, 15): 3, datetime.time(16, 30): 6, datetime.time(16, 45): 7, datetime.time(17, 0): 8, datetime.time(17, 15): 4, datetime.time(17, 30): 6, datetime.time(17, 45): 3, datetime.time(18, 0): 5, datetime.time(18, 15): 7, datetime.time(18, 30): 10, datetime.time(18, 45): 5, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'SS-WB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'SS-WB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 4, datetime.time(7, 15): 6, datetime.time(7, 30): 4, datetime.time(7, 45): 9, datetime.time(8, 0): 8, datetime.time(8, 15): 9, datetime.time(8, 30): 10, datetime.time(8, 45): 8, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 8, datetime.time(16, 15): 4, datetime.time(16, 30): 5, datetime.time(16, 45): 6, datetime.time(17, 0): 9, datetime.time(17, 15): 6, datetime.time(17, 30): 7, datetime.time(17, 45): 4, datetime.time(18, 0): 5, datetime.time(18, 15): 3, datetime.time(18, 30): 4, datetime.time(18, 45): 6, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'SS-EB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'SS-EB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 10, datetime.time(7, 15): 8, datetime.time(7, 30): 7, datetime.time(7, 45): 14, datetime.time(8, 0): 12, datetime.time(8, 15): 10, datetime.time(8, 30): 14, datetime.time(8, 45): 11, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 10, datetime.time(16, 15): 8, datetime.time(16, 30): 7, datetime.time(16, 45): 11, datetime.time(17, 0): 9, datetime.time(17, 15): 13, datetime.time(17, 30): 16, datetime.time(17, 45): 11, datetime.time(18, 0): 8, datetime.time(18, 15): 7, datetime.time(18, 30): 12, datetime.time(18, 45): 9, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}}",115536_raw_counts(28116_TIMS_Ped_Loc96).xlsx,Sheet1
,12893,Forest Ave,Regan Ave,Davis Ave,5,Saturday,6/9/2018,12:00:00,6/9/2018 0:00,14:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,28,28,38,40,35,26,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'NS-WB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'NS-WB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): None, datetime.time(7, 15): None, datetime.time(7, 30): None, datetime.time(7, 45): None, datetime.time(8, 0): None, datetime.time(8, 15): None, datetime.time(8, 30): None, datetime.time(8, 45): None, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): 6, datetime.time(12, 15): 5, datetime.time(12, 30): 7, datetime.time(12, 45): 9, datetime.time(13, 0): 4, datetime.time(13, 15): 6, datetime.time(13, 30): 8, datetime.time(13, 45): 9, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): None, datetime.time(16, 15): None, datetime.time(16, 30): None, datetime.time(16, 45): None, datetime.time(17, 0): None, datetime.time(17, 15): None, datetime.time(17, 30): None, datetime.time(17, 45): None, datetime.time(18, 0): None, datetime.time(18, 15): None, datetime.time(18, 30): None, datetime.time(18, 45): None, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': 54, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'NS-EB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'NS-EB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): None, datetime.time(7, 15): None, datetime.time(7, 30): None, datetime.time(7, 45): None, datetime.time(8, 0): None, datetime.time(8, 15): None, datetime.time(8, 30): None, datetime.time(8, 45): None, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): 4, datetime.time(12, 15): 7, datetime.time(12, 30): 3, datetime.time(12, 45): 6, datetime.time(13, 0): 9, datetime.time(13, 15): 8, datetime.time(13, 30): 6, datetime.time(13, 45): 7, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): None, datetime.time(16, 15): None, datetime.time(16, 30): None, datetime.time(16, 45): None, datetime.time(17, 0): None, datetime.time(17, 15): None, datetime.time(17, 30): None, datetime.time(17, 45): None, datetime.time(18, 0): None, datetime.time(18, 15): None, datetime.time(18, 30): None, datetime.time(18, 45): None, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': 50, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'SS-WB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'SS-WB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): None, datetime.time(7, 15): None, datetime.time(7, 30): None, datetime.time(7, 45): None, datetime.time(8, 0): None, datetime.time(8, 15): None, datetime.time(8, 30): None, datetime.time(8, 45): None, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): 3, datetime.time(12, 15): 5, datetime.time(12, 30): 8, datetime.time(12, 45): 11, datetime.time(13, 0): 10, datetime.time(13, 15): 7, datetime.time(13, 30): 4, datetime.time(13, 45): 6, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): None, datetime.time(16, 15): None, datetime.time(16, 30): None, datetime.time(16, 45): None, datetime.time(17, 0): None, datetime.time(17, 15): None, datetime.time(17, 30): None, datetime.time(17, 45): None, datetime.time(18, 0): None, datetime.time(18, 15): None, datetime.time(18, 30): None, datetime.time(18, 45): None, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': 54, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'SS-EB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'SS-EB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): None, datetime.time(7, 15): None, datetime.time(7, 30): None, datetime.time(7, 45): None, datetime.time(8, 0): None, datetime.time(8, 15): None, datetime.time(8, 30): None, datetime.time(8, 45): None, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): 8, datetime.time(12, 15): 11, datetime.time(12, 30): 10, datetime.time(12, 45): 12, datetime.time(13, 0): 17, datetime.time(13, 15): 14, datetime.time(13, 30): 8, datetime.time(13, 45): 9, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): None, datetime.time(16, 15): None, datetime.time(16, 30): None, datetime.time(16, 45): None, datetime.time(17, 0): None, datetime.time(17, 15): None, datetime.time(17, 30): None, datetime.time(17, 45): None, datetime.time(18, 0): None, datetime.time(18, 15): None, datetime.time(18, 30): None, datetime.time(18, 45): None, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': 89, 'PM (4-7)': None, 'Sat MD (12-2)': None}}",115536_raw_counts(28116_TIMS_Ped_Loc96).xlsx,Sheet2
,160273,New Dorp Ln,Hylan Blvd,Clawson St,5,Thursday,5/3/2018,7:00:00,5/3/2018 0:00,19:00:00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,21,98,129,121,117,60,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,53,71,60,63,61,60,49,62,50,40,34,,,,,,,,,,,,,,,,,,,,,"{'NS-WB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'NS-WB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 2, datetime.time(7, 15): 5, datetime.time(7, 30): 6, datetime.time(7, 45): 7, datetime.time(8, 0): 9, datetime.time(8, 15): 11, datetime.time(8, 30): 8, datetime.time(8, 45): 10, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 9, datetime.time(16, 15): 22, datetime.time(16, 30): 19, datetime.time(16, 45): 23, datetime.time(17, 0): 17, datetime.time(17, 15): 19, datetime.time(17, 30): 21, datetime.time(17, 45): 18, datetime.time(18, 0): 27, datetime.time(18, 15): 16, datetime.time(18, 30): 11, datetime.time(18, 45): 8, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'NS-EB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'NS-EB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 3, datetime.time(7, 15): 4, datetime.time(7, 30): 37, datetime.time(7, 45): 51, datetime.time(8, 0): 42, datetime.time(8, 15): 23, datetime.time(8, 30): 16, datetime.time(8, 45): 12, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 4, datetime.time(16, 15): 9, datetime.time(16, 30): 13, datetime.time(16, 45): 11, datetime.time(17, 0): 14, datetime.time(17, 15): 12, datetime.time(17, 30): 10, datetime.time(17, 45): 10, datetime.time(18, 0): 9, datetime.time(18, 15): 8, datetime.time(18, 30): 6, datetime.time(18, 45): 8, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'SS-WB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'SS-WB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 6, datetime.time(7, 15): 5, datetime.time(7, 30): 8, datetime.time(7, 45): 7, datetime.time(8, 0): 12, datetime.time(8, 15): 10, datetime.time(8, 30): 9, datetime.time(8, 45): 7, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 10, datetime.time(16, 15): 11, datetime.time(16, 30): 23, datetime.time(16, 45): 19, datetime.time(17, 0): 17, datetime.time(17, 15): 16, datetime.time(17, 30): 11, datetime.time(17, 45): 10, datetime.time(18, 0): 18, datetime.time(18, 15): 16, datetime.time(18, 30): 14, datetime.time(18, 45): 11, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}, 'SS-EB': {'PEDESTRIAN AUTOMATIC TRAFFIC RECORDER COUNT': None, 'Time\\Direction': 'SS-EB', datetime.time(6, 0): None, datetime.time(6, 15): None, datetime.time(6, 30): None, datetime.time(6, 45): None, datetime.time(7, 0): 3, datetime.time(7, 15): 7, datetime.time(7, 30): 47, datetime.time(7, 45): 64, datetime.time(8, 0): 58, datetime.time(8, 15): 73, datetime.time(8, 30): 27, datetime.time(8, 45): 14, datetime.time(9, 0): None, datetime.time(9, 15): None, datetime.time(9, 30): None, datetime.time(9, 45): None, datetime.time(10, 0): None, datetime.time(10, 15): None, datetime.time(10, 30): None, datetime.time(10, 45): None, datetime.time(11, 0): None, datetime.time(11, 15): None, datetime.time(11, 30): None, datetime.time(11, 45): None, datetime.time(12, 0): None, datetime.time(12, 15): None, datetime.time(12, 30): None, datetime.time(12, 45): None, datetime.time(13, 0): None, datetime.time(13, 15): None, datetime.time(13, 30): None, datetime.time(13, 45): None, datetime.time(14, 0): None, datetime.time(14, 15): None, datetime.time(14, 30): None, datetime.time(14, 45): None, datetime.time(15, 0): None, datetime.time(15, 15): None, datetime.time(15, 30): None, datetime.time(15, 45): None, datetime.time(16, 0): 10, datetime.time(16, 15): 11, datetime.time(16, 30): 16, datetime.time(16, 45): 7, datetime.time(17, 0): 15, datetime.time(17, 15): 14, datetime.time(17, 30): 18, datetime.time(17, 45): 11, datetime.time(18, 0): 8, datetime.time(18, 15): 10, datetime.time(18, 30): 9, datetime.time(18, 45): 7, datetime.time(19, 0): None, datetime.time(19, 15): None, datetime.time(19, 30): None, datetime.time(19, 45): None, 'Pedestrian Totals': None, 'AM (7-9)': None, 'Total': None, 'PM (4-7)': None, 'Sat MD (12-2)': None}}",115537_raw_counts(28116_TIMS_Ped_Loc97).xlsx,Sheet1
